,Unnamed: 0,Company name,Date,Ticker,Industry,Country,Temperature Rise Limit,Industry Rating,Laggard,Average,Leader,comprehensiveness - % of company footprint covered by target
236,1957,Asmedia Technology Inc,2023-05-25,(ALGN),Industry: Health Care Equipment & Supplies,Country/Region: United States of America,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that ALIGN TECHNOLOGY, INC. is misaligned with global climate goals and is in line with a business-as-usual scenario.",Align Technology is Average among 83 companies in the health care equipment & supplies industry.,"CORPORATE GOVERNANCE, CARBON EMISSIONS, ","CORPORATE BEHAVIOR, PRODUCT SAFETY & QUALITY, ","HUMAN CAPITAL DEVELOPMENT, ",
237,1997,Vicinity Centres,2023-05-25,(VCX),Industry: Real Estate Management & Services,Country/Region: Australia,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that Vicinity Centres is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,Vicinity Centres is a leader among 80 companies in the real estate management & services industry.,"HUMAN CAPITAL DEVELOPMENT, ","CORPORATE BEHAVIOR, OPPORTUNITIES IN GREEN BUILDING, ","CORPORATE GOVERNANCE, ",16.59%
238,1998,VIATRIS INC.,2023-05-25,(VTRS),Industry: Pharmaceuticals,Country/Region: United States of America,An Implied Temperature Rise of below 1.5°C indicates that VIATRIS INC. is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,Viatris is Average among 77 companies in the pharmaceuticals industry.,"CORPORATE BEHAVIOR, PRODUCT SAFETY & QUALITY, ","HUMAN CAPITAL DEVELOPMENT, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, ACCESS TO HEALTH CARE, ",73.79%
239,1999,VICI PROPERTIES INC.,2023-05-25,(VICI),Industry: Real Estate Management & Services,Country/Region: United States of America,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that VICI PROPERTIES INC. is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,VICI is Average among 80 companies in the real estate management & services industry.,"HUMAN CAPITAL DEVELOPMENT, ","CORPORATE BEHAVIOR, OPPORTUNITIES IN GREEN BUILDING, ","CORPORATE GOVERNANCE, ",
240,2000,VIBRA ENERGIA S/A,2023-05-25,(VBBR3),"Industry: Oil & Gas Refining, Marketing, Transportation & Storage",Country/Region: Brazil,An Implied Temperature Rise of above 3.2°C indicates that VIBRA ENERGIA S/A is strongly misaligned with global climate goals. Its contribution to catastrophic climate change is higher than most.,"Vibra Energia is Average among 44 companies in the oil & gas refining, marketing, transportation & storage industry.","CORPORATE BEHAVIOR, ","LABOR MANAGEMENT, CARBON EMISSIONS, ","CORPORATE GOVERNANCE, ",
241,2001,"ZOOM VIDEO COMMUNICATIONS, INC.",2023-05-25,(ZM),Industry: Software & Services,Country/Region: United States of America,"An Implied Temperature Rise of below 1.5°C indicates that ZOOM VIDEO COMMUNICATIONS, INC. is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.",Zoom is Average among 109 companies in the software & services industry.,"PRIVACY & DATA SECURITY, CARBON EMISSIONS, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, OPPORTUNITIES IN CLEAN TECH, ","Zoom is not a leader on any of the Key Issues that we evaluated for its industry., ",
242,2063,CORPORATION CAMECO,2023-05-25,(CCO),Industry: Metals and Mining - Non-Precious Metals,Country/Region: Canada,An Implied Temperature Rise of above 3.2°C indicates that CORPORATION CAMECO is strongly misaligned with global climate goals. Its contribution to catastrophic climate change is higher than most.,Cameco is a leader among 72 companies in the metals and mining - non-precious metals industry.,"Cameco is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, TOXIC EMISSIONS & WASTE, ","CARBON EMISSIONS, HEALTH & SAFETY, BIODIVERSITY & LAND USE, COMMUNITY RELATIONS, WATER STRESS, LABOR MANAGEMENT, ",
243,2064,CAMDEN PROPERTY TRUST,2023-05-25,(CPT),Industry: Real Estate Management & Services,Country/Region: United States of America,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that CAMDEN PROPERTY TRUST is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,Camden is Average among 80 companies in the real estate management & services industry.,"CORPORATE BEHAVIOR, ","CORPORATE GOVERNANCE, OPPORTUNITIES IN GREEN BUILDING, ","HUMAN CAPITAL DEVELOPMENT, ",
244,2065,Davide Campari-Milano N.V.,2023-05-25,(CPR),Industry: Beverages,Country/Region: Italy,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that Davide Campari-Milano N.V. is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,Campari is Average among 52 companies in the beverages industry.,"PACKAGING MATERIAL & WASTE, ","CORPORATE BEHAVIOR, WATER STRESS, PRODUCT SAFETY & QUALITY, HEALTH & SAFETY, PRODUCT CARBON FOOTPRINT, ","CORPORATE GOVERNANCE, ",8.35%
245,2066,CAMPBELL SOUP COMPANY,2023-05-25,(CPB),Industry: Food Products,Country/Region: United States of America,An Implied Temperature Rise of between 2°C and 3.2°C indicates that CAMPBELL SOUP COMPANY is misaligned with global climate goals and is in line with a business-as-usual scenario.,Campbell Soup is a leader among 81 companies in the food products industry.,"Campbell Soup is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, PRODUCT SAFETY & QUALITY, WATER STRESS, PACKAGING MATERIAL & WASTE, RAW MATERIAL SOURCING, ","CORPORATE GOVERNANCE, PRODUCT SAFETY & QUALITY, WATER STRESS, PACKAGING MATERIAL & WASTE, RAW MATERIAL SOURCING, ","CORPORATE BEHAVIOR, OPPORTUNITIES IN NUTRITION & HEALTH, SUPPLY CHAIN LABOR STANDARDS, PRODUCT CARBON FOOTPRINT, ",53.42%
246,2127,"CEZ, a.s.",2023-05-25,(CEZ),Industry: Utilities,Country/Region: Czech Republic,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that CEZ, a.s. is misaligned with global climate goals and is in line with a business-as-usual scenario.",CEZ is a leader among 138 companies in the utilities industry.,"CEZ is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE BEHAVIOR, COMMUNITY RELATIONS, HUMAN CAPITAL DEVELOPMENT, OPPORTUNITIES IN RENEWABLE ENERGY, TOXIC EMISSIONS & WASTE, WATER STRESS, ","CORPORATE BEHAVIOR, COMMUNITY RELATIONS, HUMAN CAPITAL DEVELOPMENT, OPPORTUNITIES IN RENEWABLE ENERGY, TOXIC EMISSIONS & WASTE, WATER STRESS, ","CORPORATE GOVERNANCE, CARBON EMISSIONS, ",85.52%
247,2129,"PRUDENTIAL FINANCIAL, INC.",2023-05-25,(PRU),Industry: Life & Health Insurance,Country/Region: United States of America,"An Implied Temperature Rise of below 1.5°C indicates that PRUDENTIAL FINANCIAL, INC. is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.",Prudential Financial is a leader among 40 companies in the life & health insurance industry.,"ACCESS TO FINANCE, ","CORPORATE GOVERNANCE, PRIVACY & DATA SECURITY, ","CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, RESPONSIBLE INVESTMENT, CLIMATE CHANGE VULNERABILITY, ",0.74%
248,2130,PRUDENTIAL PUBLIC LIMITED COMPANY,2023-05-25,(PRU),Industry: Life & Health Insurance,Country/Region: United Kingdom,"Implied Temperature Rise from MSCI ESG Research is an intuitive, forward-looking metric, expressed in degrees Celsius, designed to show the temperature alignment of companies with global temperature goals.(1)",Prudential Plc is a leader among 40 companies in the life & health insurance industry.,"HUMAN CAPITAL DEVELOPMENT, ","CORPORATE BEHAVIOR, PRIVACY & DATA SECURITY, RESPONSIBLE INVESTMENT, ACCESS TO FINANCE, CLIMATE CHANGE VULNERABILITY, ","CORPORATE GOVERNANCE, ",
249,2131,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,2023-05-25,(ICICIPRULI),Industry: Life & Health Insurance,Country/Region: India,An Implied Temperature Rise of below 1.5°C indicates that ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,ICICI Prudential Life is Average among 40 companies in the life & health insurance industry.,"CLIMATE CHANGE VULNERABILITY, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, RESPONSIBLE INVESTMENT, ACCESS TO FINANCE, ","PRIVACY & DATA SECURITY, ",
250,2132,LVMH MOET HENNESSY LOUIS VUITTON SE,2023-05-25,(MC),"Industry: Textiles, Apparel & Luxury Goods",Country/Region: France,An Implied Temperature Rise of below 1.5°C indicates that LVMH MOET HENNESSY LOUIS VUITTON SE is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,"LVMH is a leader among 27 companies in the textiles, apparel & luxury goods industry.","CORPORATE GOVERNANCE, ","CORPORATE BEHAVIOR, LABOR MANAGEMENT, ","RAW MATERIAL SOURCING, CHEMICAL SAFETY, PRODUCT CARBON FOOTPRINT, ",100.0%
251,2134,OK RUSAL MKPAO,2023-05-25,(RUAL),Industry: Metals and Mining - Non-Precious Metals,Country/Region: Russia,An Implied Temperature Rise of between 2°C and 3.2°C indicates that OK RUSAL MKPAO is misaligned with global climate goals and is in line with a business-as-usual scenario.,RUSAL is a laggard among 72 companies in the metals and mining - non-precious metals industry.,"LABOR MANAGEMENT, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, TOXIC EMISSIONS & WASTE, BIODIVERSITY & LAND USE, HEALTH & SAFETY, WATER STRESS, ","COMMUNITY RELATIONS, ",100.0%
252,2135,"OKTA, INC.",2023-05-25,(OKTA),Industry: Software & Services,Country/Region: United States of America,"An Implied Temperature Rise of below 1.5°C indicates that OKTA, INC. is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.",Okta is Average among 110 companies in the software & services industry.,"CORPORATE GOVERNANCE, ","CORPORATE BEHAVIOR, PRIVACY & DATA SECURITY, CARBON EMISSIONS, ","HUMAN CAPITAL DEVELOPMENT, ",3.09%
253,2150,"Jeronimo Martins, SGPS, S.A.",,,,,,,,,,
254,2151,LA FRANCAISE DES JEUX SA,2023-05-25,(FDJ),Industry: Casinos & Gaming,Country/Region: France,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that LA FRANCAISE DES JEUX SA is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,FDJ is Average among 17 companies in the casinos & gaming industry.,"CORPORATE BEHAVIOR, ","CORPORATE GOVERNANCE, LABOR MANAGEMENT, PRODUCT SAFETY & QUALITY, CARBON EMISSIONS, ","FDJ is not a leader on any of the Key Issues that we evaluated for its industry., ",0.22%
255,2152,CHOW TAI FOOK JEWELLERY GROUP LIMITED,2023-05-25,(1929),Industry: Retail - Consumer Discretionary,Country/Region: Hong Kong,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that CHOW TAI FOOK JEWELLERY GROUP LIMITED is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,CTF Jewellery Group is Average among 70 companies in the retail - consumer discretionary industry.,"CORPORATE GOVERNANCE, PRODUCT CARBON FOOTPRINT, ","CORPORATE BEHAVIOR, LABOR MANAGEMENT, ","PRIVACY & DATA SECURITY, CONTROVERSIAL SOURCING, ",
256,2153,"Yantai Jereh Oilfield Services Group Co., Ltd.",2023-05-25,(002353),Industry: Energy Equipment & Services,Country/Region: China,"An Implied Temperature Rise of above 3.2°C indicates that Yantai Jereh Oilfield Services Group Co., Ltd. is strongly misaligned with global climate goals. Its contribution to catastrophic climate change is higher than most.",Jereh is Average among 8 companies in the energy equipment & services industry.,"BIODIVERSITY & LAND USE, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, HEALTH & SAFETY, ","Jereh is not a leader on any of the Key Issues that we evaluated for its industry., ",
257,2190,Etihad Etisalat Company SJSC,2023-05-25,(7020),Industry: Telecommunication Services,Country/Region: Saudi Arabia,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that Etihad Etisalat Company SJSC is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,Etihad Etisalat is Average among 67 companies in the telecommunication services industry.,"CARBON EMISSIONS, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, PRIVACY & DATA SECURITY, LABOR MANAGEMENT, ","Etihad Etisalat is not a leader on any of the Key Issues that we evaluated for its industry., ",
258,2194,INDUSTRIAL BANK OF KOREA,2023-05-25,(024110),Industry: Banks,Country/Region: South Korea,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that INDUSTRIAL BANK OF KOREA is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,IBK is Average among 197 companies in the banks industry.,"CORPORATE GOVERNANCE, CONSUMER FINANCIAL PROTECTION, FINANCING ENVIRONMENTAL IMPACT, ","CORPORATE BEHAVIOR, ","HUMAN CAPITAL DEVELOPMENT, ACCESS TO FINANCE, PRIVACY & DATA SECURITY, ",23.46%
259,2197,Autohome Inc,2023-05-25,(2518),Industry: Interactive Media & Services,Country/Region: China,An Implied Temperature Rise of below 1.5°C indicates that Autohome Inc is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,Autohome is a laggard among 23 companies in the interactive media & services industry.,"CORPORATE GOVERNANCE, PRIVACY & DATA SECURITY, HUMAN CAPITAL DEVELOPMENT, CARBON EMISSIONS, ","CORPORATE BEHAVIOR, ","Autohome is not a leader on any of the Key Issues that we evaluated for its industry., ",
260,2198,"AUTOZONE, INC.",2023-05-25,(AZO),Industry: Retail - Consumer Discretionary,Country/Region: United States of America,"An Implied Temperature Rise of above 3.2°C indicates that AUTOZONE, INC. is strongly misaligned with global climate goals. Its contribution to catastrophic climate change is higher than most.",AutoZone is Average among 70 companies in the retail - consumer discretionary industry.,"OPPORTUNITIES IN CLEAN TECH, ","CORPORATE GOVERNANCE, LABOR MANAGEMENT, PRIVACY & DATA SECURITY, PRODUCT CARBON FOOTPRINT, ","CORPORATE BEHAVIOR, ",
261,2199,"AUTODESK, INC.",2023-05-25,(ADSK),Industry: Software & Services,Country/Region: United States of America,"An Implied Temperature Rise of below 1.5°C indicates that AUTODESK, INC. is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.",Autodesk is a leader among 110 companies in the software & services industry.,"Autodesk is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE BEHAVIOR, OPPORTUNITIES IN CLEAN TECH, CARBON EMISSIONS, ","CORPORATE BEHAVIOR, OPPORTUNITIES IN CLEAN TECH, CARBON EMISSIONS, ","CORPORATE GOVERNANCE, HUMAN CAPITAL DEVELOPMENT, PRIVACY & DATA SECURITY, ",100.0%
262,2200,Autek China Inc,2023-05-25,(300595),Industry: Health Care Equipment & Supplies,Country/Region: China,An Implied Temperature Rise of between 2°C and 3.2°C indicates that Autek China Inc is misaligned with global climate goals and is in line with a business-as-usual scenario.,Autek China is Average among 83 companies in the health care equipment & supplies industry.,"CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, ","HUMAN CAPITAL DEVELOPMENT, PRODUCT SAFETY & QUALITY, ","Autek China is not a leader on any of the Key Issues that we evaluated for its industry., ",
263,2201,AUTO1 Group SE,2023-05-25,(AG1),Industry: Retail - Consumer Discretionary,Country/Region: Germany,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that AUTO1 Group SE is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,AUTO1 Group is a leader among 70 companies in the retail - consumer discretionary industry.,"PRODUCT CARBON FOOTPRINT, ","LABOR MANAGEMENT, PRIVACY & DATA SECURITY, OPPORTUNITIES IN CLEAN TECH, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, ",
264,2202,Porsche Automobil Holding SE,2023-05-25,(PAH3),Industry: Automobiles,Country/Region: Germany,An Implied Temperature Rise of between 2°C and 3.2°C indicates that Porsche Automobil Holding SE is misaligned with global climate goals and is in line with a business-as-usual scenario.,Porsche SE is a laggard among 43 companies in the automobiles industry.,"CORPORATE BEHAVIOR, LABOR MANAGEMENT, ","CORPORATE GOVERNANCE, PRODUCT SAFETY & QUALITY, PRODUCT CARBON FOOTPRINT, OPPORTUNITIES IN CLEAN TECH, ","Porsche SE is not a leader on any of the Key Issues that we evaluated for its industry., ",95.26%
265,2203,"AUTOMATIC DATA PROCESSING, INC.",2023-05-25,(ADP),Industry: Professional Services,Country/Region: United States of America,"An Implied Temperature Rise of below 1.5°C indicates that AUTOMATIC DATA PROCESSING, INC. is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.",ADP is a leader among 28 companies in the professional services industry.,"ADP is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, HUMAN CAPITAL DEVELOPMENT, CARBON EMISSIONS, ","CORPORATE GOVERNANCE, HUMAN CAPITAL DEVELOPMENT, CARBON EMISSIONS, ","CORPORATE BEHAVIOR, PRIVACY & DATA SECURITY, ",100.0%
